Date,Special Prize,First Prize,Second Prize
02-08-2022,36335,79490,"['10945', '04382']"
03-08-2022,37686,60371,"['33660', '43875']"
04-08-2022,27492,50569,"['07770', '83906']"
05-08-2022,49513,91374,"['13523', '80169']"
06-08-2022,74873,78243,"['71609', '86446']"
07-08-2022,80395,00604,"['25509', '78144']"
08-08-2022,76821,26769,"['25934', '27097']"
09-08-2022,00180,08818,"['76858', '40225']"
10-08-2022,42119,46227,"['15689', '40605']"
11-08-2022,44082,54663,"['92964', '99837']"
12-08-2022,93970,42956,"['73740', '91882']"
13-08-2022,40306,29373,"['24629', '41347']"
14-08-2022,90213,96091,"['12663', '03126']"
15-08-2022,19117,51486,"['27002', '45812']"
16-08-2022,05904,06952,"['68041', '20939']"
17-08-2022,54182,38978,"['61233', '03985']"
18-08-2022,92993,46562,"['68475', '79592']"
19-08-2022,75303,52115,"['49450', '24190']"
20-08-2022,10211,10226,"['78650', '66649']"
21-08-2022,17965,51526,"['11630', '27394']"
22-08-2022,60652,61027,"['38872', '08164']"
23-08-2022,63437,69177,"['52091', '44029']"
24-08-2022,24832,09710,"['19597', '96488']"
25-08-2022,28670,79137,"['56442', '84712']"
26-08-2022,89151,13354,"['41050', '66592']"
27-08-2022,89617,36200,"['30730', '97036']"
28-08-2022,68144,02532,"['39990', '30534']"
29-08-2022,75965,38820,"['71575', '21773']"
30-08-2022,96955,63681,"['20727', '48078']"
31-08-2022,92467,04353,"['42176', '84877']"
01-09-2022,69488,89786,"['68416', '20989']"
02-09-2022,03138,55336,"['16287', '50610']"
03-09-2022,47153,58840,"['46746', '06592']"
04-09-2022,62111,65882,"['91035', '75523']"
05-09-2022,01548,24105,"['97886', '05221']"
06-09-2022,44816,05276,"['93856', '11335']"
07-09-2022,51169,94457,"['78799', '03878']"
08-09-2022,75743,11926,"['27509', '34830']"
09-09-2022,01293,80770,"['15337', '47742']"
10-09-2022,17535,74421,"['07598', '02432']"
11-09-2022,99951,20446,"['01749', '04947']"
12-09-2022,55448,93409,"['19965', '60859']"
13-09-2022,21776,55643,"['39452', '83110']"
14-09-2022,66581,70165,"['25649', '75110']"
15-09-2022,87354,95705,"['63025', '08721']"
16-09-2022,48715,90716,"['56928', '41080']"
17-09-2022,55890,82995,"['85254', '99868']"
18-09-2022,14894,36603,"['09941', '58304']"
19-09-2022,62198,45485,"['76774', '74253']"
20-09-2022,50221,51429,"['03694', '87656']"
21-09-2022,44823,04642,"['28539', '90167']"
22-09-2022,76777,14235,"['67639', '39627']"
23-09-2022,79436,63302,"['75772', '78656']"
24-09-2022,08154,01140,"['39583', '05213']"
25-09-2022,59509,36837,"['50137', '94982']"
26-09-2022,93712,06763,"['50213', '34368']"
27-09-2022,77390,44227,"['07899', '14634']"
28-09-2022,41946,37992,"['99881', '91950']"
29-09-2022,92129,68334,"['70735', '51228']"
30-09-2022,89651,76636,"['22292', '54784']"
01-10-2022,35019,13904,"['96463', '34496']"
02-10-2022,64668,12669,"['30412', '40677']"
03-10-2022,65169,74026,"['63525', '28014']"
04-10-2022,51859,22919,"['35872', '32518']"
05-10-2022,80983,09046,"['29399', '08507']"
06-10-2022,26450,99472,"['09283', '07481']"
07-10-2022,13037,25059,"['77426', '43042']"
08-10-2022,94309,45465,"['82813', '94520']"
09-10-2022,96669,56310,"['58287', '20321']"
10-10-2022,71218,70576,"['61119', '21941']"
11-10-2022,92034,05536,"['18653', '32471']"
12-10-2022,67145,28295,"['82580', '33620']"
13-10-2022,65353,92369,"['24020', '84825']"
14-10-2022,57974,15324,"['29062', '35164']"
15-10-2022,79638,62960,"['56791', '78023']"
16-10-2022,35546,43491,"['46880', '08079']"
17-10-2022,15677,13447,"['41401', '55659']"
18-10-2022,07253,99692,"['72624', '20724']"
19-10-2022,68879,46059,"['26549', '42155']"
20-10-2022,27465,33685,"['53025', '07718']"
21-10-2022,50000,77386,"['96071', '94717']"
22-10-2022,31698,10399,"['51180', '27619']"
23-10-2022,12843,17105,"['39019', '07823']"
24-10-2022,05499,10376,"['24301', '13680']"
25-10-2022,50604,02803,"['82308', '14716']"
26-10-2022,19739,15022,"['43172', '45148']"
27-10-2022,89604,91323,"['51578', '25475']"
28-10-2022,32041,41193,"['72370', '38138']"
29-10-2022,73887,76973,"['36640', '82978']"
30-10-2022,05085,52112,"['34968', '38884']"
31-10-2022,93343,96968,"['63142', '87662']"
01-11-2022,99876,35394,"['83301', '41034']"
02-11-2022,67246,84000,"['91602', '49667']"
03-11-2022,66819,58970,"['81233', '87337']"
04-11-2022,75371,81207,"['15350', '73690']"
05-11-2022,33487,75857,"['17413', '62882']"
06-11-2022,77471,19152,"['97536', '23750']"
07-11-2022,04067,62344,"['20660', '34924']"
08-11-2022,66130,31344,"['60841', '75083']"
09-11-2022,57765,69270,"['33523', '02685']"
10-11-2022,71610,89551,"['25825', '57592']"
11-11-2022,81736,23276,"['53754', '98359']"
12-11-2022,78611,11566,"['68739', '54972']"
13-11-2022,96305,67959,"['20646', '33331']"
14-11-2022,12834,95078,"['64989', '79753']"
15-11-2022,91006,22362,"['00497', '25741']"
16-11-2022,50578,44533,"['51589', '19352']"
17-11-2022,05776,49100,"['70349', '63260']"
18-11-2022,32592,64258,"['75381', '94816']"
19-11-2022,66534,56931,"['14753', '52934']"
20-11-2022,80770,74803,"['88570', '42720']"
21-11-2022,52091,32734,"['23946', '43525']"
22-11-2022,30529,00774,"['71339', '87590']"
23-11-2022,47779,09473,"['42006', '45431']"
24-11-2022,75996,04902,"['25318', '92214']"
25-11-2022,36819,77300,"['94639', '60023']"
26-11-2022,67896,70731,"['69176', '18124']"
27-11-2022,67857,24762,"['15441', '04864']"
28-11-2022,65507,90987,"['23237', '17499']"
29-11-2022,25380,28733,"['75482', '90338']"
30-11-2022,98112,09152,"['01989', '05593']"
01-12-2022,52770,72632,"['94230', '01290']"
02-12-2022,24523,03015,"['99501', '75640']"
03-12-2022,10576,48972,"['03009', '83557']"
04-12-2022,05028,94007,"['18783', '39801']"
05-12-2022,13454,99442,"['86182', '23838']"
06-12-2022,84807,10590,"['38307', '69793']"
07-12-2022,85979,67578,"['85693', '37767']"
08-12-2022,38522,78852,"['24895', '21880']"
09-12-2022,93971,04009,"['43968', '95856']"
10-12-2022,82978,37815,"['63592', '26828']"
11-12-2022,20815,72778,"['79220', '91810']"
12-12-2022,65180,55187,"['82120', '04658']"
13-12-2022,96688,37484,"['34089', '96210']"
14-12-2022,48507,74741,"['08046', '53319']"
15-12-2022,92059,59893,"['20295', '16140']"
16-12-2022,13086,69861,"['60578', '56199']"
17-12-2022,71424,66934,"['50533', '74665']"
18-12-2022,32505,41658,"['88892', '35125']"
19-12-2022,90230,75249,"['09098', '85227']"
20-12-2022,40448,23038,"['99191', '45105']"
21-12-2022,74562,56264,"['52037', '84608']"
22-12-2022,65438,42121,"['87418', '15982']"
23-12-2022,33027,01034,"['39440', '31211']"
24-12-2022,09534,70353,"['96188', '74525']"
25-12-2022,95636,89842,"['35227', '93162']"
26-12-2022,03400,85616,"['54319', '69470']"
27-12-2022,97797,97019,"['43753', '26438']"
28-12-2022,55145,18766,"['30529', '57234']"
29-12-2022,51849,67722,"['81733', '23595']"
30-12-2022,54112,93201,"['63854', '90768']"
31-12-2022,55291,42135,"['01560', '07447']"
01-01-2023,16705,76828,"['65067', '99229']"
02-01-2023,49265,43459,"['12407', '10068']"
03-01-2023,25649,31843,"['63776', '30341']"
04-01-2023,75757,40631,"['56326', '49667']"
05-01-2023,76191,12810,"['11458', '74967']"
06-01-2023,45370,05808,"['84879', '98182']"
07-01-2023,39597,20448,"['98375', '45648']"
08-01-2023,20040,76965,"['00725', '96045']"
09-01-2023,78014,16270,"['24159', '26757']"
10-01-2023,81191,88140,"['67096', '63288']"
11-01-2023,04942,31511,"['96915', '35210']"
12-01-2023,18452,99849,"['27621', '91955']"
13-01-2023,60762,70413,"['94856', '73874']"
14-01-2023,62940,27086,"['84830', '42992']"
15-01-2023,44221,25945,"['14590', '57392']"
16-01-2023,48260,83587,"['79324', '24955']"
17-01-2023,53363,01443,"['02569', '17053']"
18-01-2023,45282,76552,"['51893', '50516']"
19-01-2023,62857,24246,"['65122', '22745']"
20-01-2023,91869,62613,"['89561', '17438']"
25-01-2023,52371,45082,"['87473', '55003']"
26-01-2023,34164,21642,"['85331', '53702']"
27-01-2023,72859,84970,"['22948', '27905']"
28-01-2023,87219,88795,"['61887', '71870']"
29-01-2023,76479,25766,"['72194', '11034']"
30-01-2023,16179,12198,"['66824', '97525']"
31-01-2023,30061,21284,"['95201', '18959']"
01-02-2023,34838,29989,"['64285', '65938']"
02-02-2023,60755,35682,"['29934', '63527']"
03-02-2023,52766,79512,"['12874', '00591']"
04-02-2023,64948,04674,"['16883', '77334']"
05-02-2023,06194,41299,"['35133', '39473']"
06-02-2023,35492,27386,"['77331', '13534']"
07-02-2023,18198,71786,"['90306', '05645']"
08-02-2023,88864,58679,"['99604', '51365']"
09-02-2023,29337,79795,"['56690', '48887']"
10-02-2023,85120,58592,"['53011', '52879']"
11-02-2023,98713,18834,"['17460', '78706']"
12-02-2023,09841,45011,"['90809', '72174']"
13-02-2023,41916,08972,"['85731', '59090']"
14-02-2023,56141,73625,"['25591', '26545']"
15-02-2023,18158,68823,"['10621', '87113']"
16-02-2023,65243,02602,"['54187', '54495']"
17-02-2023,18435,11438,"['32855', '13679']"
18-02-2023,44971,76196,"['80204', '83379']"
19-02-2023,37264,91013,"['12898', '74782']"
20-02-2023,32775,01606,"['41854', '66216']"
21-02-2023,90781,00175,"['20889', '90010']"
22-02-2023,31357,31928,"['42898', '40056']"
23-02-2023,01964,74969,"['79479', '90535']"
24-02-2023,16979,09730,"['04515', '27241']"
25-02-2023,30415,46223,"['32874', '26964']"
26-02-2023,67360,84040,"['06293', '78613']"
27-02-2023,93758,96434,"['10620', '41971']"
28-02-2023,55827,39977,"['20715', '42892']"
01-03-2023,76102,46493,"['52752', '89477']"
02-03-2023,47577,75833,"['93046', '49671']"
03-03-2023,37856,94473,"['55952', '43597']"
04-03-2023,06743,89246,"['53202', '56726']"
05-03-2023,58118,72226,"['98850', '15773']"
06-03-2023,39919,34271,"['89252', '08794']"
07-03-2023,75877,08692,"['87361', '31241']"
08-03-2023,73787,06261,"['48267', '37696']"
09-03-2023,68205,60388,"['32503', '77792']"
10-03-2023,24420,64647,"['92456', '73117']"
11-03-2023,47076,91911,"['68062', '89887']"
12-03-2023,56695,14685,"['86290', '10847']"
13-03-2023,17375,14288,"['47795', '89010']"
14-03-2023,67879,07811,"['56885', '61063']"
15-03-2023,67724,09458,"['42912', '82249']"
16-03-2023,89581,62172,"['16250', '32921']"
17-03-2023,59389,46086,"['47967', '93279']"
18-03-2023,57570,25444,"['05260', '51308']"
19-03-2023,86903,51904,"['86833', '22870']"
20-03-2023,24192,24877,"['69360', '66583']"
21-03-2023,81664,40033,"['18931', '74834']"
22-03-2023,08798,75337,"['28963', '26229']"
23-03-2023,45483,75836,"['51256', '95469']"
24-03-2023,48657,92279,"['26169', '82385']"
25-03-2023,32273,26774,"['47449', '00099']"
26-03-2023,57765,81664,"['81817', '24222']"
27-03-2023,83230,27431,"['64284', '25717']"
28-03-2023,66228,20468,"['52302', '81938']"
29-03-2023,86367,69313,"['57644', '99117']"
30-03-2023,11504,13132,"['43820', '11937']"
31-03-2023,59381,50062,"['41803', '74247']"
01-04-2023,70344,29158,"['24102', '22255']"
02-04-2023,01844,86587,"['43090', '21057']"
03-04-2023,52333,60129,"['20276', '16945']"
04-04-2023,75345,58033,"['53624', '14990']"
05-04-2023,96226,95972,"['01247', '51881']"
06-04-2023,89911,05742,"['50512', '78149']"
07-04-2023,49736,58224,"['65556', '14147']"
08-04-2023,29815,36073,"['85333', '58920']"
09-04-2023,10026,76693,"['66574', '62714']"
10-04-2023,06363,75304,"['29505', '25800']"
11-04-2023,16039,40045,"['88796', '43516']"
12-04-2023,37195,88982,"['91410', '39454']"
13-04-2023,44265,59509,"['68989', '53011']"
14-04-2023,57534,88770,"['05720', '91578']"
15-04-2023,27414,11010,"['41330', '97277']"
16-04-2023,41248,17827,"['73986', '79480']"
17-04-2023,65576,21834,"['98341', '78733']"
18-04-2023,71661,24615,"['03759', '25581']"
19-04-2023,46285,47600,"['89103', '41915']"
20-04-2023,24623,35847,"['45787', '01860']"
21-04-2023,47914,60797,"['59717', '14501']"
22-04-2023,64652,14539,"['92652', '95297']"
23-04-2023,71679,11948,"['89314', '26195']"
24-04-2023,42105,06909,"['54521', '44002']"
25-04-2023,85483,95809,"['40929', '91988']"
26-04-2023,89675,47122,"['87741', '90868']"
27-04-2023,80755,28579,"['97673', '33524']"
28-04-2023,13196,47757,"['75260', '25528']"
29-04-2023,54639,71291,"['41698', '59064']"
30-04-2023,90819,14462,"['46938', '76537']"
01-05-2023,61820,92980,"['75547', '22089']"
02-05-2023,00865,40456,"['42008', '20843']"
03-05-2023,85576,51335,"['81665', '42261']"
04-05-2023,81918,25824,"['12136', '10697']"
05-05-2023,82647,95546,"['39378', '98658']"
06-05-2023,02904,87627,"['84022', '69837']"
07-05-2023,88060,04143,"['28610', '84265']"
08-05-2023,44481,08861,"['02832', '00516']"
09-05-2023,58546,87138,"['70752', '46168']"
10-05-2023,97996,66184,"['81579', '19025']"
11-05-2023,63134,66488,"['83106', '50659']"
12-05-2023,84102,12141,"['03914', '59392']"
13-05-2023,19949,70603,"['83105', '86922']"
14-05-2023,67753,19470,"['84443', '50523']"
15-05-2023,90956,63262,"['56387', '17280']"
16-05-2023,19031,78859,"['78392', '19184']"
17-05-2023,67949,88636,"['86754', '64824']"
18-05-2023,22632,63943,"['01119', '19532']"
19-05-2023,22317,14150,"['33733', '51891']"
20-05-2023,70452,64077,"['44767', '24888']"
21-05-2023,45297,72064,"['86140', '42405']"
22-05-2023,32754,68161,"['72017', '98904']"
23-05-2023,95972,02366,"['43590', '56621']"
24-05-2023,19966,59476,"['65345', '58041']"
25-05-2023,20319,70232,"['29500', '71249']"
26-05-2023,36191,12247,"['74125', '55916']"
27-05-2023,96237,71344,"['42533', '09954']"
28-05-2023,79459,32985,"['36739', '28089']"
29-05-2023,85867,98338,"['10638', '56467']"
30-05-2023,20765,15037,"['35868', '93065']"
31-05-2023,88961,40956,"['31944', '49287']"
01-06-2023,95921,60072,"['60772', '42018']"
02-06-2023,71963,03825,"['76720', '67605']"
03-06-2023,00370,78005,"['16546', '35426']"
04-06-2023,04408,98155,"['29784', '89293']"
05-06-2023,00081,01905,"['71137', '44821']"
06-06-2023,83079,15731,"['32457', '82498']"
07-06-2023,40357,11456,"['44223', '10852']"
08-06-2023,13437,01318,"['28445', '82535']"
09-06-2023,84288,04963,"['74125', '38700']"
10-06-2023,01936,55702,"['21837', '13114']"
11-06-2023,46260,22720,"['81504', '02173']"
12-06-2023,55442,33251,"['65623', '42048']"
13-06-2023,88661,71607,"['94150', '94670']"
14-06-2023,57854,34686,"['27752', '68091']"
15-06-2023,46904,84800,"['98348', '12229']"
16-06-2023,76830,13239,"['15720', '13993']"
17-06-2023,96361,07849,"['66045', '88316']"
18-06-2023,94351,86452,"['40375', '70701']"
19-06-2023,59915,92664,"['15899', '32550']"
20-06-2023,51232,37107,"['28488', '15667']"
21-06-2023,58534,47248,"['31378', '24891']"
22-06-2023,84267,02244,"['93702', '67381']"
23-06-2023,83660,29556,"['84109', '08146']"
24-06-2023,09870,73087,"['81633', '72969']"
25-06-2023,63634,89812,"['83546', '02844']"
26-06-2023,03493,78387,"['81896', '44142']"
27-06-2023,49195,69643,"['26181', '62071']"
28-06-2023,97495,12576,"['12020', '52689']"
29-06-2023,06920,56675,"['67716', '70226']"
30-06-2023,69851,88124,"['66159', '11919']"
01-07-2023,90746,08218,"['49755', '48773']"
02-07-2023,57123,20479,"['94195', '90632']"
03-07-2023,96894,03260,"['17064', '71834']"
04-07-2023,06883,50713,"['48058', '74292']"
05-07-2023,29397,03549,"['58203', '74554']"
06-07-2023,44798,94748,"['30095', '36372']"
07-07-2023,93076,94746,"['78078', '12706']"
08-07-2023,98215,82428,"['36753', '21404']"
09-07-2023,05408,68722,"['72072', '36681']"
10-07-2023,58222,29421,"['46895', '15004']"
11-07-2023,45631,13852,"['38923', '22036']"
12-07-2023,67115,67785,"['27064', '04716']"
13-07-2023,26902,17552,"['95496', '22758']"
14-07-2023,78668,82538,"['75699', '31456']"
15-07-2023,08897,14694,"['20247', '56545']"
16-07-2023,51351,45672,"['33664', '34988']"
17-07-2023,22406,98378,"['62092', '98895']"
18-07-2023,20080,11885,"['53633', '37876']"
19-07-2023,15339,01484,"['56243', '07018']"
20-07-2023,58286,59809,"['27214', '91487']"
21-07-2023,35944,72926,"['31283', '67742']"
22-07-2023,27433,16448,"['31955', '68361']"
23-07-2023,58062,16342,"['32714', '32089']"
24-07-2023,62442,52306,"['49059', '47882']"
25-07-2023,75659,75566,"['59023', '67456']"
26-07-2023,87929,75634,"['97192', '60780']"
27-07-2023,21171,85403,"['79840', '71628']"
28-07-2023,40915,79375,"['19984', '99134']"
29-07-2023,69358,70140,"['43060', '37592']"
30-07-2023,55741,43813,"['02309', '00386']"
31-07-2023,72615,73596,"['29471', '16196']"
01-08-2023,04430,18971,"['47120', '00337']"
02-08-2023,88137,71298,"['58086', '00408']"
03-08-2023,80288,61964,"['82402', '90573']"
04-08-2023,56177,48747,"['08038', '37072']"
05-08-2023,45710,36358,"['78767', '34560']"
06-08-2023,74923,73722,"['66542', '12789']"
07-08-2023,08672,20246,"['43830', '65267']"
08-08-2023,80766,27080,"['64096', '60943']"
09-08-2023,59261,27636,"['03647', '95243']"
10-08-2023,25102,39262,"['27262', '60903']"
11-08-2023,90299,36308,"['08284', '74795']"
12-08-2023,06848,28684,"['55972', '09024']"
13-08-2023,84528,96875,"['83636', '11470']"
14-08-2023,16893,11401,"['38329', '41032']"
15-08-2023,41861,12901,"['82868', '76177']"
16-08-2023,82019,43465,"['91437', '12598']"
17-08-2023,79186,32553,"['79391', '52920']"
18-08-2023,47887,39986,"['56065', '51191']"
19-08-2023,41830,58636,"['39233', '73088']"
20-08-2023,92009,83433,"['73249', '22498']"
21-08-2023,27221,79939,"['15978', '22802']"
22-08-2023,60279,20329,"['94862', '06840']"
23-08-2023,63734,45494,"['74300', '57480']"
24-08-2023,57973,56968,"['14617', '65709']"
25-08-2023,82843,23348,"['35123', '01009']"
26-08-2023,94958,14322,"['80180', '84096']"
27-08-2023,18448,73829,"['73174', '57227']"
28-08-2023,83185,32479,"['36313', '38300']"
29-08-2023,49278,26681,"['25277', '61276']"
30-08-2023,76551,15711,"['12428', '67802']"
31-08-2023,73040,49951,"['45966', '86381']"
01-09-2023,61379,79008,"['07854', '80318']"
02-09-2023,06380,98000,"['99597', '53685']"
03-09-2023,31186,04843,"['91474', '14263']"
04-09-2023,08811,37863,"['87846', '28711']"
05-09-2023,06367,75549,"['37897', '86396']"
06-09-2023,15269,98469,"['58959', '81886']"
07-09-2023,49956,86503,"['30149', '91295']"
08-09-2023,13676,24740,"['56012', '32207']"
09-09-2023,35252,16451,"['69969', '18026']"
10-09-2023,35902,31314,"['95602', '40508']"
11-09-2023,63768,07404,"['76409', '96941']"
12-09-2023,73132,07023,"['20680', '11439']"
13-09-2023,56650,37406,"['50515', '25911']"
14-09-2023,59722,39954,"['82710', '03209']"
15-09-2023,13720,08293,"['39853', '99463']"
16-09-2023,11724,98298,"['19917', '53982']"
17-09-2023,22365,80585,"['51233', '18206']"
18-09-2023,43104,28261,"['94697', '54948']"
19-09-2023,50925,75781,"['95072', '45895']"
20-09-2023,40303,10239,"['54210', '50718']"
21-09-2023,52566,34841,"['51527', '93225']"
22-09-2023,22714,66480,"['36490', '79715']"
23-09-2023,76922,99878,"['60050', '42231']"
24-09-2023,62778,20839,"['29228', '65528']"
25-09-2023,68779,71548,"['82470', '84221']"
26-09-2023,45236,33099,"['92248', '85832']"
27-09-2023,93447,71106,"['67705', '00384']"
28-09-2023,11698,77996,"['44386', '48900']"
29-09-2023,07044,88675,"['45097', '40581']"
30-09-2023,19237,00802,"['69062', '73744']"
01-10-2023,07289,57908,"['18906', '69144']"
02-10-2023,80973,56435,"['74027', '76063']"
03-10-2023,34556,36657,"['57200', '24205']"
04-10-2023,53139,52986,"['41893', '88329']"
05-10-2023,88733,73302,"['24201', '85392']"
06-10-2023,73121,55217,"['58651', '16695']"
07-10-2023,26547,41670,"['43744', '83152']"
08-10-2023,75188,80266,"['52602', '61671']"
09-10-2023,91245,31903,"['84892', '01956']"
10-10-2023,84521,59398,"['06955', '97174']"
11-10-2023,49140,34659,"['55529', '10478']"
12-10-2023,50875,95632,"['39892', '34582']"
13-10-2023,40620,36972,"['97683', '99909']"
14-10-2023,59454,00486,"['02755', '43379']"
15-10-2023,15013,43153,"['40745', '63082']"
16-10-2023,94540,26829,"['84819', '86465']"
17-10-2023,70876,93617,"['26995', '44394']"
18-10-2023,28600,18127,"['34909', '28078']"
19-10-2023,45305,95559,"['38899', '87603']"
20-10-2023,42888,28038,"['66168', '37238']"
21-10-2023,57349,28088,"['05865', '83567']"
22-10-2023,91918,71417,"['88769', '04327']"
23-10-2023,45844,81410,"['39827', '16925']"
24-10-2023,91388,78862,"['77232', '16765']"
25-10-2023,61380,92842,"['86347', '06283']"
26-10-2023,26788,71079,"['79633', '89149']"
27-10-2023,74036,90111,"['31208', '23123']"
28-10-2023,07157,12258,"['78073', '22472']"
29-10-2023,38050,04168,"['83796', '74143']"
30-10-2023,34684,07449,"['68543', '68556']"
31-10-2023,39267,84582,"['62863', '95065']"
01-11-2023,20136,25965,"['01743', '60565']"
02-11-2023,93127,54327,"['25283', '02829']"
03-11-2023,65761,49344,"['82925', '55230']"
04-11-2023,55858,39587,"['14699', '14801']"
05-11-2023,13484,62472,"['97647', '30290']"
06-11-2023,91484,12495,"['39738', '55566']"
07-11-2023,10949,97813,"['40248', '97258']"
08-11-2023,98526,98288,"['98391', '09260']"
09-11-2023,34562,39661,"['67957', '16661']"
10-11-2023,94670,63617,"['06517', '67183']"
11-11-2023,08391,10466,"['98837', '12660']"
12-11-2023,98375,76516,"['96169', '75327']"
13-11-2023,19412,85667,"['26906', '22710']"
14-11-2023,85800,00197,"['42692', '64848']"
15-11-2023,33859,98585,"['15030', '42515']"
16-11-2023,54869,34677,"['80583', '17410']"
17-11-2023,95110,91230,"['25848', '37352']"
18-11-2023,98371,77855,"['10658', '79326']"
19-11-2023,38429,02633,"['37498', '40297']"
20-11-2023,49071,99401,"['21782', '88421']"
21-11-2023,17948,51570,"['91263', '22132']"
22-11-2023,14670,55598,"['48326', '78511']"
23-11-2023,57999,27345,"['57014', '50063']"
24-11-2023,20952,00044,"['09136', '65520']"
25-11-2023,08816,27324,"['11953', '24697']"
26-11-2023,11873,79812,"['47282', '88599']"
27-11-2023,84757,74703,"['11900', '12554']"
28-11-2023,11913,00010,"['45748', '26907']"
29-11-2023,03141,42683,"['33410', '77553']"
30-11-2023,07426,98379,"['36655', '42158']"
01-12-2023,12301,78982,"['02630', '94374']"
02-12-2023,87485,17336,"['51133', '12554']"
03-12-2023,01716,77561,"['47720', '88355']"
04-12-2023,87694,91575,"['75033', '08536']"
05-12-2023,47521,07540,"['75731', '73475']"
06-12-2023,93178,49592,"['64119', '45960']"
07-12-2023,35627,13260,"['96217', '17317']"
08-12-2023,38223,77286,"['90185', '84473']"
09-12-2023,57057,21341,"['46196', '43234']"
10-12-2023,87360,29463,"['59670', '85173']"
11-12-2023,38038,02475,"['03846', '53934']"
12-12-2023,62970,39467,"['40628', '04048']"
13-12-2023,91706,82736,"['43914', '21410']"
14-12-2023,06245,38517,"['40644', '70647']"
15-12-2023,36904,34735,"['42033', '38294']"
16-12-2023,74825,27434,"['06579', '72188']"
17-12-2023,03257,14988,"['21865', '30155']"
18-12-2023,56732,82355,"['29094', '60755']"
19-12-2023,14577,66388,"['72506', '57508']"
20-12-2023,64978,46676,"['26187', '87330']"
21-12-2023,88485,81423,"['48393', '07890']"
22-12-2023,76711,52564,"['49212', '38823']"
23-12-2023,51416,85332,"['13364', '46775']"
24-12-2023,01243,37916,"['59482', '35038']"
25-12-2023,08225,66151,"['34859', '56161']"
26-12-2023,94636,47326,"['96142', '87117']"
27-12-2023,74817,34291,"['04124', '07840']"
28-12-2023,15131,17201,"['23972', '59182']"
29-12-2023,36120,01808,"['24143', '89224']"
30-12-2023,59380,24170,"['49908', '46745']"
31-12-2023,73758,80689,"['75152', '42067']"
01-01-2024,42932,66272,"['27370', '68541']"
02-01-2024,10956,44230,"['11435', '21121']"
03-01-2024,62495,61083,"['88825', '25631']"
04-01-2024,10240,34474,"['50418', '44965']"
05-01-2024,38267,08715,"['71363', '28859']"
06-01-2024,72794,84069,"['21604', '16014']"
07-01-2024,69618,77903,"['10601', '27302']"
08-01-2024,91089,52095,"['24298', '86032']"
09-01-2024,48877,34321,"['62959', '65902']"
10-01-2024,73732,50059,"['19807', '73809']"
11-01-2024,28285,45785,"['14065', '97397']"
12-01-2024,13113,39786,"['66200', '15781']"
13-01-2024,68586,68404,"['00715', '37358']"
14-01-2024,91138,42203,"['16727', '62518']"
15-01-2024,63261,52395,"['54221', '54937']"
16-01-2024,95539,74503,"['37428', '62493']"
17-01-2024,76553,07527,"['25937', '28719']"
18-01-2024,54998,54578,"['92914', '81659']"
19-01-2024,14609,36645,"['12735', '35132']"
20-01-2024,70964,63165,"['28516', '01426']"
21-01-2024,45819,88820,"['92317', '88686']"
22-01-2024,36910,79118,"['28263', '37729']"
23-01-2024,87441,45966,"['06221', '88252']"
24-01-2024,61661,38229,"['62307', '85674']"
25-01-2024,77375,14114,"['99404', '53941']"
26-01-2024,20347,29197,"['19218', '63399']"
27-01-2024,61579,32521,"['73337', '11395']"
28-01-2024,68274,93911,"['25484', '47616']"
29-01-2024,75346,98171,"['23541', '90743']"
30-01-2024,08524,80556,"['02056', '55365']"
31-01-2024,47666,58427,"['64931', '25644']"
01-02-2024,87444,41182,"['94959', '51442']"
